Price,odometer,make,model,year,color
3293,119394,VOLKSWAGEN,Jetta,2015,Black
32929,67200,CHEVROLET,Camaro,2017,Blue
18189,66000,FORD,Focus,2016,Grey
11133,238546,MERCEDES-BENZ,E 350,2014,Black
1725,180659,MERCEDES-BENZ,ML 350,2012,Black
49889,132000,HYUNDAI,Santa FE,2015,White
7840,200000,SUBARU,Forester,2002,White
16900,79092,TOYOTA,Aqua,2012,Grey
1000,1111,MAZDA,323,1990,Black
13485,97000,HONDA,FIT,2011,Green
7683,0,NISSAN,Note,2005,Grey
44134,112528,HYUNDAI,Sonata,2015,Grey
31,198891,HONDA,Insight,2011,Grey
50,200000,TOYOTA,Prius,2009,Brown
21953,109309,SSANGYONG,Korando,2012,Grey
15681,153000,MITSUBISHI,Outlander,2009,Silver
43655,133014,HYUNDAI,H1,2016,Silver
11290,1000,FORD,Transit,2004,White
17264,52320,HONDA,FIT,2013,Silver
26594,200000,HYUNDAI,Grandeur,2016,Silver
24920,156559,HYUNDAI,Santa FE,2011,Silver
54568,255406,LEXUS,GX 460,2012,Black
110,28797,HYUNDAI,Santa FE,2019,White
2352,177376,GMC,Acadia,2011,Black
392,0,HYUNDAI,Elantra,2013,Silver
1333,225307,KIA,Avella,2012,Grey
29793,219030,MERCEDES-BENZ,E 350,2014,Black
1725,180000,FORD,Scorpio,1997,Silver
6272,274088,MERCEDES-BENZ,ML 350,2009,Black
14113,88000,TOYOTA,Prius,2012,Silver
4391,53867,HYUNDAI,Sonata,2013,Silver
10976,245452,FORD,Transit,2004,Red
18660,54963,HYUNDAI,H1,2010,Silver
7527,165000,MITSUBISHI,Airtrek turbo,2002,Grey
20385,137600,TOYOTA,Prius,2015,White
51965,49515,HYUNDAI,Santa FE,2016,White
549,89315,LEXUS,IS 350,2014,Black
17249,22831,KIA,Picanto,2015,Beige
14426,155000,FORD,Transit,2010,Yellow
18817,35058,TOYOTA,Camry,2018,White
500,0,NISSAN,Tiida,2007,Grey
25089,99000,TOYOTA,Camry,2012,Silver
37006,130000,MERCEDES-BENZ,E 220 CDI,2013,Black
16621,144000,HYUNDAI,Elantra Limited,2014,Grey
21953,104000,NISSAN,Juke,2012,Black
35438,110624,TOYOTA,Camry,2016,Black
41710,232722,MERCEDES-BENZ,Sprinter,2010,White
1646,193106,FORD,C-MAX,2015,Silver
30,0,HONDA,FIT,2003,Red
11967,118400,TOYOTA,Aqua,2012,Blue
4861,264877,TOYOTA,Highlander,2010,White
314,249422,TOYOTA,Camry,2012,Grey
34497,107000,AUDI,A6 premium plus,2013,White
10976,327685,HYUNDAI,Sonata,2015,Silver
12544,98456,HYUNDAI,Sonata,2013,Black
14113,265000,NISSAN,Murano,2011,Black
24462,210000,TOYOTA,Camry SE,2009,Black
54882,104000,BMW,X6,2011,Black
27598,82000,BMW,528,2013,White
1700,1000,VOLKSWAGEN,Golf,1997,Green
13178,86660,HYUNDAI,Elantra,2010,Silver
627,121010,VOLKSWAGEN,Jetta,2014,Grey
8154,158500,TOYOTA,Ist,2003,Silver
8311,114960,NISSAN,Tiida,2005,Silver
2666,0,MERCEDES-BENZ,ML 350,2011,Black
30,0,HONDA,FIT,2006,Silver
10036,335782,HYUNDAI,Sonata,2014,Silver
21953,61142,HYUNDAI,H1,2011,Silver
5018,109139,MERCEDES-BENZ,E 350,2009,Black
12701,51201,KIA,Optima,2013,White
11133,170043,BMW,X5,2011,Grey
16308,289200,FORD,Transit,1995,White
38000,27484,TOYOTA,Camry Hybrid,2018,Beige
19444,127000,TOYOTA,Camry HYBRID,2011,Grey
20071,153600,TOYOTA,Prius C,2014,Red
14113,110531,NISSAN,Juke,2013,Red
7840,165000,VOLKSWAGEN,Golf,2002,Blue
48277,99162,CHEVROLET,Camaro,2015,Yellow
392,232032,TOYOTA,Camry,2013,Silver
50178,178000,MERCEDES-BENZ,CLS 550,2012,Black
8938,78436,HYUNDAI,Grandeur,2010,Black
8624,111122,NISSAN,Tiida,2006,White
21326,145000,BMW,328,2012,Black
9832,94650,DAEWOO,Lacetti,2009,Black
39829,210000,LAND ROVER,Discovery IV,2010,Black
16308,220000,BMW,X5,2006,Black
25299,105661,SSANGYONG,Korando,2012,White
18817,20480,TOYOTA,Camry,2011,Blue
9408,133225,HYUNDAI,Genesis,2010,Black
16621,238357,MERCEDES-BENZ,E 350,2005,Silver
19707,79911,HYUNDAI,Elantra,2012,Grey
15681,94640,FORD,Fiesta,2014,Red
4858,220000,MERCEDES-BENZ,C 180,1996,Silver
19757,31000,HYUNDAI,Veloster,2016,Silver
141124,37554,MERCEDES-BENZ,GLC 250,2018,Black
46728,31000,HYUNDAI,Tucson,2015,Silver
13485,208000,TOYOTA,Prius C,2012,White
16935,235000,TOYOTA,Prius,2011,Blue
8781,21000,MAZDA,Tribute სასწრაფოდ,2002,Golden
12858,255406,LEXUS,GX 460,2012,Black
7527,94000,SUBARU,XV,2014,Black
392,232032,TOYOTA,Camry,2013,Silver
8781,279700,OPEL,Astra G,2000,Black
1019,143502,CHEVROLET,Cruze,2011,Blue
157,401128,AUDI,A7,2014,Grey
36065,69191,HYUNDAI,Santa FE,2014,White
14426,176213,LEXUS,ES 300,2014,Black
314,151357,SUZUKI,SX4,2011,White
45,99999,TOYOTA,Prius,2013,White
30734,195994,TOYOTA,Camry,2012,Silver
627,394069,TOYOTA,Tacoma,2012,Black
13485,18900,BMW,X5,2003,Grey
6272,0,BMW,318 318,1998,Silver
5331,165248,VOLKSWAGEN,Golf,1999,White
7840,180000,MITSUBISHI,ColtPlus,2007,Silver
14069,157977,HYUNDAI,Elantra,2009,Black
9095,11600,FORD,Transit,1999,White
21953,75419,TOYOTA,Camry,2014,White
36065,155200,BMW,X5,2011,Black
549,46733,TOYOTA,CHR,2018,Silver
4861,181970,ACURA,MDX,2011,Brown
21953,97979,TOYOTA,Camry,2014,Black
6586,117469,KIA,Optima,2015,Black
20385,180000,INFINITI,Q45,2003,Blue
12554,58776,HYUNDAI,Santa FE,2010,White
3920,182645,HYUNDAI,Sonata,2011,White
25638,78000,HONDA,FIT,2014,White
12544,559710,HYUNDAI,Sonata,2015,Orange
19933,134000,HYUNDAI,Elantra,2012,White
23834,0,NISSAN,Silvia,1999,White
12388,189530,MERCEDES-BENZ,E 350,2010,Black
9408,142161,MAZDA,Mazda 3,2011,Grey
13799,104680,KIA,Optima,2013,Silver
314,102907,LEXUS,GX 460,2015,Black
20385,99000,FORD,Fusion,2014,Black
941,226094,TOYOTA,Highlander,2008,White
14884,124706,SSANGYONG,Actyon,2011,Black
1098,398069,TOYOTA,Camry,2014,Black
10036,200000,SUZUKI,SX4,2008,Blue
5959,136000,NISSAN,March,2003,Sky blue
470,408997,TOYOTA,Prius,2010,White
392,335291,TOYOTA,Tacoma,2009,White
16308,106789,HYUNDAI,Elantra,2014,Grey
28532,99748,HYUNDAI,Tucson,2012,Grey
14113,250000,TOYOTA,Prius C,2016,Silver
54847,20565,HONDA,Civic,2017,Silver
784,321269,HONDA,Insight,2012,Red
627,134904,MERCEDES-BENZ,E 350,2011,Grey
12231,126400,HONDA,FIT,2012,Silver
67934,13940,HYUNDAI,Tucson,2019,White
32913,128905,HONDA,Civic,2013,Black
27284,397915,TOYOTA,Tacoma,2013,White
18669,65564,HYUNDAI,H1,2011,Silver
27598,79000,TOYOTA,Corolla,2015,Blue
6586,253000,VOLKSWAGEN,Jetta,2006,White
16621,222016,TOYOTA,Prius,2011,Golden
11917,233600,NISSAN,Murano,2004,Silver
15994,170429,MERCEDES-BENZ,E 350,2011,Silver
18503,99000,TOYOTA,Prius,2012,Grey
31421,65249,SSANGYONG,Actyon,2017,White
3763,170040,KIA,Optima,2015,Silver
40142,357246,LEXUS,GX 470,2010,Grey
23521,179200,CHEVROLET,Volt,2011,White
26591,69752,JEEP,Compass,2011,Silver
7213,0,BMW,X5,2014,Black
16308,198472,TOYOTA,Camry,2013,Silver
3450,0,OPEL,Vectra,1996,Green
28927,121581,HYUNDAI,Santa FE,2011,Grey
6743,0,OPEL,Astra gi,1999,White
43062,143370,HYUNDAI,Santa FE,2015,White
8467,176000,SUZUKI,Swift,2008,Black
29793,219030,MERCEDES-BENZ,E 350,2014,Black
11290,124723,LEXUS,RX 350,2013,Grey
6743,164000,MITSUBISHI,Colt,2003,Silver
15681,158000,FORD,Transit,2007,White
30734,264339,LEXUS,GX 470,2009,Black
19757,158000,MERCEDES-BENZ,E 320,2007,Silver
7527,111111,TOYOTA,Caldina,2005,White
16935,127955,TOYOTA,Camry,2017,Blue
13799,342961,HYUNDAI,Sonata,2017,Orange
76835,91000,LAND ROVER,Discovery,2015,White
52059,229334,LEXUS,GX 460,2012,Black
784,102397,TOYOTA,Camry,2014,Black
3136,159379,TOYOTA,Camry,2012,White
1000,748742,MERCEDES-BENZ,GLS 63 AMG,2014,Black
19130,42000,VOLKSWAGEN,Jetta,2015,Black
706,210758,HONDA,Insight,2010,Silver
1646,240987,MERCEDES-BENZ,E 350,2012,Black
9408,130000,HONDA,Accord,2008,Black
5018,167222,LEXUS,RX 450,2010,Black
15053,63984,HYUNDAI,H1,2008,Silver
11886,113660,HYUNDAI,Elantra,2011,Grey
18660,130000,HYUNDAI,Sonata,2013,Black
18817,111111,BMW,550,2006,White
549,97826,AUDI,A6,2016,Grey
470,32974,LEXUS,CT 200h,2011,Silver
14740,154000,HONDA,Civic,2008,Black
1019,198744,AUDI,Q5,2012,White
13172,106000,NISSAN,Pathfinder,1999,Golden
31361,180000,MERCEDES-BENZ,Sprinter 315CDI-XL,2009,Black
43905,263000,BMW,X5,2011,Black
38016,100900,HYUNDAI,H1,2017,Silver
18189,200000,LEXUS,CT 200h,2011,Brown
20237,247791,HYUNDAI,H1,2011,Grey
5018,190549,TOYOTA,Camry,2013,Black
23521,0,FIAT,500 Abarth,2018,Black
12858,160913,TOYOTA,Prius,2012,Silver
40769,140000,LEXUS,RX 350,2012,Silver
17249,140000,FORD,Escape,2010,White
16308,129600,VOLKSWAGEN,Jetta,2014,White
549,97826,AUDI,A6,2016,Grey
27065,137000,HYUNDAI,Tucson,2011,Grey
63,220000,HONDA,FIT,2003,Black
12544,150891,HYUNDAI,H1,2008,Silver
862,130478,TOYOTA,Camry,2014,White
2274,32974,LEXUS,CT 200h,2011,Silver
19613,119194,HYUNDAI,Tucson,2011,Grey
21103,92000,HYUNDAI,Accent,2016,White
103491,80000,TOYOTA,Land Cruiser 200,2012,Grey
4077,59136,CHEVROLET,Captiva,2007,Silver
14454,188244,HYUNDAI,I30,2011,White
9722,218000,BMW,325,2003,Black
18503,110000,TOYOTA,Prius C ჰიბრიდი,2012,Sky blue
54568,255406,LEXUS,GX 460,2012,Black
282,277614,HYUNDAI,Sonata,2012,White
9722,93000,PEUGEOT,307,2007,Blue
19089,77483,HYUNDAI,Elantra,2011,Silver
862,156645,TOYOTA,Highlander,2010,Grey
18817,200000,TOYOTA,Camry,2013,White
19444,137265,TOYOTA,Prius,2013,Blue
26296,76631,CHEVROLET,Malibu,2013,Black
39201,222222,MERCEDES-BENZ,E 350,2012,Grey
7527,140000,HONDA,Insight,2010,Grey
25,168000,HONDA,FIT,2006,White
21012,154000,TOYOTA,Camry,2011,Red
78403,25000,MERCEDES-BENZ,GLC 300,2018,Black
10349,384607,HYUNDAI,Sonata,2016,Orange
19757,0,KIA,Optima,2014,Blue
12544,200000,OPEL,Astra,2008,Black
8000,105000,TOYOTA,Vitz,2012,White
9408,195200,MERCEDES-BENZ,C 230,2005,Blue
7213,280900,HONDA,FIT,2006,Black
17249,24968,MERCEDES-BENZ,ML 55 AMG,2002,Silver
28225,317096,TOYOTA,Highlander limited,2010,Black
706,115312,TOYOTA,Camry,2014,Grey
706,48226,HYUNDAI,Sonata,2013,Red
10192,142000,BMW,325,2004,Black
26657,116691,BMW,528,2015,Black
12701,195941,BMW,535,2013,Black
17562,170000,FORD,Escape,2007,Sky blue
14737,42563,KIA,Optima,2013,Black
15053,70194,MAZDA,Mazda 3,2016,Black
67690,115000,TOYOTA,Highlander,2014,White
10036,735970,HYUNDAI,Sonata,2014,Silver
32302,101424,MERCEDES-BENZ,E 350,2014,Grey
6272,2400,HONDA,Civic,2003,Grey
42965,201634,MERCEDES-BENZ,GL 450,2014,Silver
11604,0,MERCEDES-BENZ,GL 500,2005,Black
17249,133502,HYUNDAI,Elantra,2014,Blue
9408,498,MAZDA,1000,2019,White
10976,128000,HONDA,FIT GP-6,2014,Silver
11917,21900,SKODA,Octavia,2009,Silver
19757,200000,SKODA,Octavia SCOUT,2011,Silver
34497,45000,NISSAN,Quest,2013,White
23521,104000,JEEP,Compass,2011,Grey
47217,39071,HYUNDAI,H1,2017,Silver
18817,190000,BMW,530 525i,2006,Black
10036,200000,BMW,320,2000,Silver
12544,130000,CHEVROLET,Sonic,2012,Orange
3450,224349,HYUNDAI,Sonata,2011,Grey
16900,150000,HONDA,Element,2009,Silver
3763,200000,MERCEDES-BENZ,200,1998,Black
42337,9280,TOYOTA,CHR,2018,Black
12544,178000,VOLKSWAGEN,Jetta sport,2013,Silver
2666,194974,FORD,Fusion,2016,Black
70562,74000,PORSCHE,911,2002,White
3136,159379,TOYOTA,Camry,2012,White
36899,90132,HYUNDAI,H1,2016,Silver
47217,110000,HYUNDAI,Santa FE,2015,Grey
27356,90000,HYUNDAI,Elantra,2014,Black
3293,66776,LEXUS,RC F,2016,White
157,401128,AUDI,A7,2014,Grey
14831,154629,TOYOTA,Aqua,2017,White
15053,80000,VOLKSWAGEN,Passat,2013,Blue
15988,88830,HONDA,FIT,2013,Black
12544,134000,BMW,320,2003,Red
44134,47897,SSANGYONG,REXTON,2013,Black
17562,105800,VOLKSWAGEN,Jetta,2013,White
119009,22519,FORD,F150,2017,White
470,229904,MERCEDES-BENZ,E 350,2010,Black
5959,1600,OPEL,Astra,2000,Grey
21012,12000,TOYOTA,Camry sport,2012,Black
26030,93000,CHEVROLET,Volt,2014,White
3058,140507,AUDI,A7,2014,Silver
11760,66661,AUDI,Q5,2014,Grey
45,100000,TOYOTA,Prius,2012,White
28225,89786,TOYOTA,RAV 4,2015,Silver
7527,150000,MERCEDES-BENZ,C 200,1996,Blue
10000,102000,HONDA,Insight,2012,Silver
9408,150000,NISSAN,X-Terra,2000,Silver
941,141438,VOLKSWAGEN,Jetta,2012,Black
7997,142000,NISSAN,Note,2007,Black
27654,86000,HYUNDAI,Elantra,2014,White
1568,95219,CHEVROLET,Cruze,2018,Black
77148,9000,MERCEDES-BENZ,GLA 200,2017,White
4861,125165,MAZDA,1300,2016,Red
9095,61000,BMW,318,1995,Black
64290,1142,FORD,Mustang,1965,Red
11604,152848,FIAT,500,2011,Blue
30906,41620,TOYOTA,Aqua,2012,Yellow
21012,285000,TOYOTA,RAV 4,2012,White
40,150000,TOYOTA,Land Cruiser Prado,2008,Grey
9722,99500,CHEVROLET,Aveo,2009,Black
29166,198000,MERCEDES-BENZ,E 220,2009,Black
36968,139905,HYUNDAI,H1,2014,Silver
6586,214480,TOYOTA,Highlander,2013,White
16935,155000,HONDA,Insight,2011,Red
34497,144000,LEXUS,IS 350 C,2011,Black
65858,36800,TOYOTA,Avalon,2017,Black
21395,138541,CHEVROLET,Orlando,2015,Silver
7213,71294,CHEVROLET,Captiva,2007,White
13172,161000,MERCEDES-BENZ,B 200 Turbo,2006,Silver
19130,12800,FORD,Fiesta,2018,Blue
9722,260000,TOYOTA,Prius,2010,Silver
13987,184124,CHEVROLET,Cruze,2013,Black
26657,198400,TOYOTA,RAV 4,2012,Green
7840,75507,HYUNDAI,Sonata,2011,Silver
862,119635,MERCEDES-BENZ,GL 450,2013,Silver
11604,120000,MITSUBISHI,Pajero,1997,Silver
6115,254000,MERCEDES-BENZ,CLK 200 kompresor,1999,Silver
627,277405,TOYOTA,Highlander,2008,Grey
38574,70000,BMW,M5,2006,Black
9565,6032,TOYOTA,Corolla,2019,Blue
68994,123000,MERCEDES-BENZ,ML 350,2012,Black
19914,251768,HYUNDAI,Sonata,2016,White
8467,150000,HONDA,Civic,2004,Golden
627,0,CHEVROLET,Cruze,2015,Silver
18817,35058,TOYOTA,Camry,2018,White
1333,88531,VOLKSWAGEN,Passat,2015,Red
3600,212000,RENAULT,Megane 5,2001,Silver
41917,188679,HYUNDAI,Santa FE,2014,White
22894,169600,TOYOTA,Camry XLE,2012,Black
10036,125745,NISSAN,Serena,2003,White
4500,123654,FORD,Mondeo,1998,Green
21442,134000,HYUNDAI,Genesis,2011,Black
862,263190,LEXUS,GX 470,2008,White
90947,33000,TOYOTA,Land Cruiser Prado,2017,Grey
31361,86000,KIA,Optima,2014,White
1725,132630,MERCEDES-BENZ,E 350,2011,Silver
26657,85000,TOYOTA,Camry,2014,White
24029,115701,SSANGYONG,Korando,2013,Orange
17876,11000,MERCEDES-BENZ,C 300 sport,2010,White
37564,150000,HYUNDAI,Santa FE,2015,Blue
30734,120000,MERCEDES-BENZ,C 250,2013,White
16778,224000,TOYOTA,Camry,2010,White
8355,182198,DAEWOO,Lacetti,2010,Grey
11290,162000,HONDA,Step Wagon,2005,Beige
3763,320554,FORD,Fusion,2013,White
8154,56129,KIA,Optima,2013,White
9377,210000,MERCEDES-BENZ,C 200,2001,Blue
7683,196137,MERCEDES-BENZ,ML 320,1998,Green
13172,450383,HYUNDAI,Sonata,2016,Orange
2822,111111,BMW,520,1990,Green
21169,38955,HYUNDAI,Tucson,2014,Silver
10036,353049,HYUNDAI,Sonata,2014,Silver
9722,218000,MERCEDES-BENZ,E 320,2001,Black
1882,247835,HYUNDAI,Sonata,2014,Black
3293,237178,TOYOTA,Avalon,2015,Blue
549,134157,MAZDA,CX-9,2011,Black
314,382746,LEXUS,RX 450,2010,Silver
14113,142400,TOYOTA,Prius,2008,Blue
60897,25439,HONDA,Civic,2016,Grey
784,321269,HONDA,Insight,2012,Red
18817,60000,TOYOTA,Prius,2012,Black
23129,191826,HYUNDAI,Tucson,2014,Silver
14279,37898,HYUNDAI,Sonata,2016,Silver
14454,127500,HYUNDAI,Elantra,2011,White
17249,272000,NISSAN,Pathfinder,2005,White
15053,135000,MERCEDES-BENZ,C 280,2006,Black
314,132630,MERCEDES-BENZ,E 350,2011,Silver
9722,386257,HYUNDAI,Sonata,2015,Orange
5645,129600,VOLKSWAGEN,Jetta,2000,Black
22580,140000,CHEVROLET,Volt,2012,Carnelian red
14279,37898,HYUNDAI,Sonata,2016,Silver
29489,47504,CHEVROLET,Aveo,2017,White
57507,16352,HONDA,Civic,2017,Silver
25512,134368,SSANGYONG,Korando,2014,Black
14113,100280,CHEVROLET,Cruze,2012,White
37633,65000,KIA,Niro,2017,White
48610,300000,MERCEDES-BENZ,Sprinter,2008,White
470,69918,LEXUS,GX 460,2017,White
22894,320899,TOYOTA,Avalon,2013,Silver
8154,240000,OPEL,Zafira,1999,Silver
5645,169000,MAZDA,Demio,2005,Beige
470,275862,MERCEDES-BENZ,ML 350,2011,Silver
25000,155000,TOYOTA,4Runner,2006,Black
188,233938,HYUNDAI,Sonata,2011,Black
13799,150000,TOYOTA,Prius,2008,Grey
11604,155126,TOYOTA,Prius,2010,Golden
3763,0,VOLKSWAGEN,Golf,1996,Silver
941,270410,TOYOTA,Prius,2014,White
10192,25706,BUICK,Enclave,2019,Black
30420,74000,VOLKSWAGEN,Tiguan,2013,Black
16756,191263,HYUNDAI,Genesis,2010,White
706,205968,MERCEDES-BENZ,E 350,2010,White
11290,146000,LEXUS,CT 200h,2012,White
12231,136194,LEXUS,CT 200h,2012,Silver
9722,260000,AUDI,A4,2003,Silver
15053,260000,TOYOTA,Prius,2010,Black
36,260000,FORD,Escape,2007,White
9722,127515,TOYOTA,Camry,2018,Black
14740,165500,MERCEDES-BENZ,ML 320,2000,Black
6429,0,HYUNDAI,Tucson,2014,Silver
6586,128800,DAEWOO,Matiz,2010,Black
188,101552,TOYOTA,Prius,2013,Blue
17249,74900,HYUNDAI,Elantra,2011,Black
13799,142000,HYUNDAI,Sonata,2012,Sky blue
19130,98483,TOYOTA,Prius,2015,White
28225,56000,TOYOTA,Aqua,2014,Black
11613,140100,HYUNDAI,Genesis,2008,Black
15681,300000,MERCEDES-BENZ,E 320,2003,Silver
18500,53000,KIA,RIO,2016,Silver
16621,175000,HONDA,Cr-v,2004,Grey
706,133363,HYUNDAI,Elantra,2013,Silver
11133,179381,TOYOTA,Camry,2014,Black
6899,232286,OPEL,Vectra,1998,Blue
91775,52029,FORD,Explorer,2017,White
4077,61650,FIAT,500,2013,Black
10036,95000,FIAT,500,2013,Red
14113,186000,MITSUBISHI,Pajero,1996,Blue
42337,10000,BMW,528,2014,White
27911,67000,LEXUS,CT 200h,2013,Beige
9252,540833,HYUNDAI,Sonata,2015,Orange
27770,165000,CHEVROLET,Captiva,2014,Black
14959,127347,HYUNDAI,Sonata,2010,Black
14426,275200,SUBARU,Forester,2010,White
27284,26000,MERCEDES-BENZ,Vito,2007,White
56513,89316,HYUNDAI,Santa FE,2016,Black
1568,226251,MERCEDES-BENZ,E 350,2011,Black
18503,160000,TOYOTA,Prius,2010,Grey
2200,0,VAZ,2106,1997,Green
2500,1000,OPEL,Vectra,1993,Blue
19817,126000,HONDA,Insight,2013,Blue
31047,85000,MERCEDES-BENZ,E 350,2010,Black
47669,25000,TOYOTA,CHR,2018,Grey
28212,100959,SSANGYONG,REXTON,2011,Black
19306,68000,TOYOTA,Aqua,2012,Blue
19444,122000,HYUNDAI,Elantra i30,2013,White
38894,96618,HYUNDAI,Tucson,2016,Grey
392,179746,HYUNDAI,Tucson,2011,White
157,339920,FORD,Fusion,2013,White
7213,202000,NISSAN,Vanette,2003,Black
11133,179381,TOYOTA,Camry,2014,Black
1568,350000,VAZ,2109,1990,Grey
18240,154900,HYUNDAI,Elantra,2011,White
1019,25635,HYUNDAI,Elantra,2017,Black
35124,34059,TOYOTA,Tundra,2019,Silver
7806,219822,DAEWOO,Lacetti,2010,White
42171,38161,TOYOTA,Aqua,2014,Black
16151,40523,KIA,Cerato,2015,Black
13877,226233,CHEVROLET,Malibu,2013,White
314,204579,SUBARU,Forester,2012,Black
18503,30312,HYUNDAI,Elantra,2016,Grey
12388,189530,MERCEDES-BENZ,E 350,2010,Black
2901,177512,AUDI,A4,2012,Black
16004,43618,KIA,Optima,2016,Silver
45473,170000,BMW,X6,2009,Blue
13485,164000,BMW,X3,2004,Black
26657,1624000,HYUNDAI,Elantra,2016,White
17249,52000,FORD,Fiesta,2017,Black
20385,210000,TOYOTA,Prius Plug IN,2012,White
1725,48579,VOLKSWAGEN,Passat,2017,Red
22580,368064,TOYOTA,Highlander,2011,Grey
39389,80186,HYUNDAI,Santa FE,2014,Blue
1019,166318,CHEVROLET,Camaro,2011,Grey
19946,58317,HYUNDAI,Elantra,2014,Black
314,323883,HYUNDAI,Sonata,2012,Blue
39201,67000,MERCEDES-BENZ,E 550,2010,White
2430,175614,MERCEDES-BENZ,E 350,2008,Black
9722,116800,TOYOTA,Ractis,2007,Brown
12000,170000,NISSAN,Quest,2003,Sky blue
52991,136663,HYUNDAI,Santa FE,2016,Black
3293,126419,CHEVROLET,Volt,2012,Silver
9408,151000,HONDA,FIT Premiym,2011,Blue
8781,117000,TOYOTA,Ist,2002,Red
129521,78400,MERCEDES-BENZ,GLE 350,2016,Grey
34497,74000,TOYOTA,RAV 4,2015,Grey
9408,0,MITSUBISHI,Eclipse,2003,Grey
60,100000,TOYOTA,Prius,2012,Silver
15053,269972,HYUNDAI,Sonata,2015,Silver
12777,167776,CHEVROLET,Cruze,2011,Silver
19130,2034,JEEP,Grand Cherokee,2005,Black
27065,181796,SSANGYONG,REXTON,2013,Black
2650,284018,OPEL,Vectra,1995,Grey
3920,326325,TOYOTA,Prius,2011,Silver
18817,74000,FORD,Focus,2016,Black
10976,140000,MERCEDES-BENZ,C 180,1998,Silver
16308,74000,KIA,Sorento,2010,Grey
14426,130400,VOLKSWAGEN,Jetta,2010,White
470,249147,BMW,535,2011,Blue
9722,130000,SUZUKI,Swift,2006,White
16308,57559,HYUNDAI,Elantra,2010,White
15577,77192,CHEVROLET,Cruze,2014,Silver
3293,20040,CHEVROLET,Cruze,2019,Silver
13485,96165,HYUNDAI,Sonata,2013,Blue
47042,94000,LEXUS,GS 350,2013,Brown
8154,116000,HONDA,FIT,2012,White
24462,45525,BMW,530,2018,Grey
39891,81000,HYUNDAI,Santa FE,2014,Silver
20385,243567,MERCEDES-BENZ,G 230 2.2cdi,1987,Black
11133,179381,TOYOTA,Camry,2014,Black
18189,208000,JEEP,Grand Cherokee,2007,Black
784,102397,TOYOTA,Camry,2014,Black
16621,119379,MERCEDES-BENZ,E 350,2011,Silver
19130,57554,TOYOTA,Tacoma,2013,Silver
99440,44643,FORD,Explorer,2017,Black
11760,332077,SSANGYONG,REXTON,2011,Black
14740,22500,MERCEDES-BENZ,S 500,2003,White
40,111111,VOLKSWAGEN,Golf GTI,1993,Purple
706,135810,FORD,Fusion,2016,Grey
18817,35058,TOYOTA,Camry,2018,White
5331,0,OPEL,Astra,2000,Blue
188,125358,CHEVROLET,Volt,2017,Grey
52665,113195,HYUNDAI,Santa FE,2017,Blue
46728,260771,LEXUS,GX 460,2010,Black
17249,68728,HYUNDAI,Sonata,2015,Red
470,229904,MERCEDES-BENZ,E 350,2010,Black
106627,198600,LEXUS,LX 570,2013,Black
18826,88694,HYUNDAI,Elantra,2013,Silver
24123,113724,SSANGYONG,REXTON,2010,Black
18189,512000,TOYOTA,Prius,2010,Silver
9095,181000,HONDA,Hr-v,2000,Silver
784,78670,TOYOTA,Camry,2013,Silver
1019,137802,BMW,X5,2013,Black
12083,43224,HYUNDAI,H1,2011,Blue
15053,0,FORD,Escape,2014,Blue
314,274771,MERCEDES-BENZ,E 350,2010,White
282,181659,BMW,328,2014,Black
1960,81587,NISSAN,Sentra,2014,Grey
282,157584,AUDI,A4,2013,Black
12544,156000,FORD,Escape,2008,Green
1960,177590,HYUNDAI,Elantra,2013,Grey
14897,56893,TOYOTA,RAV 4,2017,Red
392,267165,TOYOTA,Prius,2010,White
627,230696,MERCEDES-BENZ,E 350,2011,Black
3136,104085,HYUNDAI,Elantra,2014,Silver
23433,88900,HYUNDAI,Sonata,2016,White
37799,77850,HYUNDAI,H1,2014,Black
862,133195,CHEVROLET,Volt,2014,Black
13799,137000,TOYOTA,Prius,2008,Golden
35570,77227,HYUNDAI,H1,2016,Grey
35344,90660,HYUNDAI,H1,2015,White
314,0,TOYOTA,4Runner,2018,Black
6115,400000,OPEL,Astra,1999,Silver
4500,1000,OPEL,Vectra b,1999,Grey
4600,0,BMW,528,1996,Silver
10976,184000,FORD,Escape,2009,Grey
862,175790,HYUNDAI,Sonata,2013,Blue
31361,163000,TOYOTA,Camry,2015,White
34836,106553,HYUNDAI,Tucson,2016,White
31675,205717,BMW,X5 DIESEL,2011,Grey
40983,120871,HYUNDAI,Santa FE,2014,Silver
5645,100000,KIA,Optima,2013,Black
50178,75000,TOYOTA,Sienna,2017,Golden
19757,128000,CITROEN,DS 4,2011,Grey
12027,113000,HONDA,FIT,2013,White
13328,44642,AUDI,Q7,2017,Black
15367,61100,CHEVROLET,Cruze,2012,Red
14021,130000,FORD,Focus,2011,Red
17562,2005000,TOYOTA,Prius,2009,White
14500,315430,PORSCHE,Cayenne S,2004,Black
1019,24805,JEEP,Cherokee,2019,Silver
9565,60677,TOYOTA,RAV 4,2016,Grey
27889,138000,SSANGYONG,REXTON,2011,Silver
3763,94362,MERCEDES-BENZ,ML 350,2014,White
21012,77182,TOYOTA,Camry,2013,Grey
2117,237930,VOLKSWAGEN,GTI,2015,White
15053,309174,HYUNDAI,Sonata,2015,Silver
12548,98937,HONDA,FIT,2015,White
27162,118365,CHEVROLET,Orlando,2016,White
784,0,BMW,X5,2013,Black
